id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan
30890,حاجی اباد,0,,16,51,81,5
30891,حاجی اباد,0,,16,51,657,992
30892,حاجی اباد,0,,16,148,659,503
30893,حاجی اباد,0,,16,148,659,503
30894,حاجی اباد,0,,16,148,659,1458
30895,حاجی اباد,0,,16,148,659,2028
30896,حاجی اباد,0,,16,148,659,2028
30897,حاجی اباد,0,,16,148,1046,138
30898,حاجی اباد,0,,16,148,1046,2181
30899,حاجی اباد,0,,16,148,1046,2181
30900,حاجی اباد,0,,16,217,496,2011
30901,حاجی اباد,0,,16,217,496,1572
30902,حاجی اباد,0,,16,420,663,2367
30903,حاجی اباد,0,,16,233,329,1379
30904,حاجی اباد,0,,16,233,329,2083
30905,حاجی اباد,0,,16,395,980,1253
30906,حاجی اباد,0,,16,315,912,2558
30907,حاجی اباد,0,,16,315,318,1337
30908,حاجی اباد,0,,9,287,61,1370
30909,حاجی اباد,0,,9,365,680,2426
30910,حاجی اباد,0,,9,365,286,1087
30911,حاجی اباد,0,,9,342,682,1569
30912,حاجی اباد,0,,9,342,257,1079
30913,حاجی اباد,0,,9,345,683,2076
30914,حاجی اباد,0,,26,41,306,2260
30915,حاجی اباد,0,,26,69,927,1024
30916,حاجی اباد,0,,26,69,927,2563
30917,حاجی اباد,0,,26,243,934,1853
30918,حاجی اباد,0,,31,60,711,2265
30919,حاجی اباد,0,,31,116,712,2464
30920,حاجی اباد,0,,31,116,712,1127
30921,حاجی اباد,0,,31,116,712,1127
30922,حاجی اباد,0,,31,116,712,1127
30923,حاجی اباد,0,,31,116,1049,394
30924,حاجی اباد,0,,31,116,1049,1276
30925,حاجی اباد,0,,31,116,1049,1356
30926,حاجی اباد,0,,31,116,1049,1356
30927,حاجی اباد,0,,31,116,1049,1356
30928,حاجی اباد,0,,31,116,515,2087
30929,حاجی اباد,0,,31,16,107,133
30930,حاجی اباد,0,,31,35,717,1196
30931,حاجی اباد,0,,31,147,718,1724
30932,حاجی اباد,0,,31,147,996,2537
30933,حاجی اباد,0,,31,90,9,41
30934,حاجی اباد,0,,31,90,986,652
30935,حاجی اباد,0,,29,403,723,599
30936,حاجی اباد,0,,29,209,725,1717
30937,حاجی اباد,0,,29,101,729,2377
30938,حاجی اباد,0,,8,200,428,808
30939,حاجی اباد,0,,8,265,280,1225
30940,حاجی اباد,0,,8,201,737,2343
30941,حاجی اباد,0,,3,157,741,1451
30942,حاجی اباد,0,,19,317,952,1860
30943,حاجی اباد,0,,24,285,757,1909
30944,حاجی اباد,0,,24,327,758,781
30945,حاجی اباد,0,,12,30,765,993
30946,حاجی اباد,0,,12,30,765,1277
30947,حاجی اباد,0,,10,97,771,174
30948,حاجی اباد,0,,10,97,771,294
30949,حاجی اباد,1,3833,10,97,771,294
30950,حاجی اباد,0,,10,234,1009,2352
30951,حاجی اباد,0,,10,308,325,495
30952,حاجی اباد,0,,10,416,388,1574
30953,حاجی اباد,0,,10,416,388,1676
30954,حاجی اباد,0,,10,416,775,2424
30955,حاجی اباد,0,,10,416,775,2492
30956,حاجی اباد,0,,10,293,33,287
30957,حاجی اباد,0,,10,74,24,105
30958,حاجی اباد,0,,10,74,24,1211
30959,حاجی اباد,0,,10,280,776,2146
30960,حاجی اباد,0,,10,280,776,2339
30961,حاجی اباد,0,,10,280,266,1150
30962,حاجی اباد,0,,10,280,266,1150
30963,حاجی اباد,0,,5,226,959,1424
30964,حاجی اباد حاج علی محمد,0,,21,214,534,2443
30965,حاجی اباد خوشداد,0,,16,421,909,358
30966,حاجی اباد مینویی,0,,16,217,496,2011
30967,حاجی اباد نصیر السلطان,0,,22,329,564,2263
30968,حاجی اباد نیلاوره,0,,22,329,497,1449
30969,حاجی اباد/حاجی اباد کهنه,0,,10,234,773,2361
30970,حاجی اباداتشگاه,0,,15,351,708,2212
30971,حاجی اباداسلام قلعه,0,,11,236,650,898
30972,حاجی اباداقا,0,,19,317,952,1862
30973,حاجی اباداملاک,0,,8,103,738,1747
30974,حاجی ابادانقلاب,0,,31,401,1032,2454
30975,حاجی اباداول,0,,16,217,661,732
30976,حاجی ابادبالا,0,,11,357,458,1879
30977,حاجی ابادبالا,0,,31,116,712,1696
30978,حاجی ابادبزازی,0,,11,132,415,827
30979,حاجی ابادبسحاق,0,,26,41,77,335
30980,حاجی ابادپایین,0,,11,357,458,1879
30981,حاجی ابادپایابی,0,,21,316,636,1852
30982,حاجی ابادپس کوهک,0,,17,273,22,1803
30983,حاجی ابادپودچاه,0,,16,217,661,732
30984,حاجی ابادتنگ صالحی,0,,29,145,726,999
30985,حاجی ابادتوکل,0,,10,74,24,1211
30986,حاجی ابادحاج صفر,1,5469,11,132,975,299
30987,حاجی اباددرویش,0,,26,41,926,950
30988,حاجی ابادرودینار,0,,16,148,659,144
30989,حاجی ابادریگ,0,,21,207,624,1904
30990,حاجی ابادزرین,0,,31,22,223,1284
30991,حاجی ابادسالار,0,,8,422,174,434
30992,حاجی ابادسرخان گونی,0,,21,269,259,911
30993,حاجی ابادسفلی,0,,22,329,564,2263
30994,حاجی ابادسفلی,0,,8,384,402,96
30995,حاجی ابادسه,0,,22,329,564,2263
30996,حاجی ابادعلیا,0,,22,329,564,2263
30997,حاجی ابادعلیا/حاجی اباد/,0,,11,383,17,544
30998,حاجی ابادغوری,0,,17,321,194,208
30999,حاجی ابادکاشانی,0,,19,317,160,636
31000,حاجی ابادکلکی,0,,16,148,1046,2441
31001,حاجی ابادکلون,0,,17,361,179,685
31002,حاجی ابادکوهپایه,0,,24,327,758,781
31003,حاجی ابادمسیله,0,,19,317,952,1860
31004,حاجی ابادملو,0,,17,393,1052,971
31005,حاجی ابادموزی,0,,17,321,863,1516
31006,حاجی ابادمیرحسینی,0,,21,286,632,1693
31007,حاجی ابادنظری /شهرک شهیدباهنر/,1,5328,21,328,628,97
31008,حاجی ابادنوغاب  /نوغاب حاجی اباد,0,,10,308,774,2381
31009,حاجی ابادنیزاز,0,,19,317,346,2499
31010,حاجی ابادوژداد,0,,16,217,661,732
31011,حاجی ابادیک,0,,22,329,564,2263
31012,حاجی ابراهیم,0,,11,323,504,348
31013,حاجی احمد شاهوزایی,0,,16,433,978,688
31014,حاجی احمدکندی,0,,2,140,205,794
31015,حاجی احمدی,0,,17,393,36,1061
31016,حاجی اخوند,0,,11,357,645,492
31017,حاجی اسماعیل ایمان خان,0,,3,98,444,1824
31018,حاجی اشرفیان 1,0,,24,332,762,2004
31019,حاجی اقاکندی,0,,3,98,444,1824
31020,حاجی اقامعلی کندی,0,,3,98,444,1824
31021,حاجی اکبر,0,,16,217,661,732
31022,حاجی الوان,0,,4,366,68,749
31023,حاجی امان,0,,24,377,992,487
31024,حاجی امیرونه بین,0,,25,9,572,892
31025,حاجی اینک,0,,14,372,53,222
31026,حاجی باباخان,0,,16,433,978,1095
31027,حاجی باباخان,0,,3,98,444,1826
31028,حاجی بابای سفلی,0,,2,118,615,218
31029,حاجی بابای علیا,0,,2,118,615,218
31030,حاجی بابای وسطی,0,,2,118,615,218
31031,حاجی باران,0,,16,217,661,732
31032,حاجی بازار,0,,16,315,140,574
31033,حاجی باغلو,0,,2,410,565,810
31034,حاجی باقرکندی,0,,1,376,328,1866
31035,حاجی بالابیگلو,0,,3,98,742,211
31036,حاجی بایرام,0,,2,26,51,216
31037,حاجی بچه,0,,14,221,942,1836
31038,حاجی بختیار,0,,6,52,198,111
31039,حاجی بکنده,0,,25,204,230,793
31040,حاجی بگان,0,,16,233,329,1411
31041,حاجی بلاغی,0,,28,219,787,1237
31042,حاجی بلخان,1,3326,24,359,759,1727
31043,حاجی بند,0,,16,233,329,1379
31044,حاجی بهزاد,1,4953,2,398,611,1291
31045,حاجی بی برگ دهمرده,0,,16,433,438,1794
31046,حاجی بیجار و جاس نس,0,,25,369,373,1525
31047,حاجی بیک,0,,5,409,142,582
31048,حاجی بیک سفلی,0,,24,332,131,1262
31049,حاجی بیک علیا,0,,24,332,131,1262
31050,حاجی بیگ,0,,28,259,330,2254
31051,حاجی بیگی,0,,11,114,469,1212
31052,حاجی پمق,0,,20,188,676,877
31053,حاجی پیرلو,0,,2,26,604,374
31054,حاجی تپه,0,,18,4,85,364
31055,حاجی تقی,0,,12,288,222,600
31056,حاجی تو,0,,30,121,452,1857
31057,حاجی جعفرکندی,0,,3,100,745,1345
31058,حاجی جفان,0,,2,245,501,1563
31059,حاجی جلیل,0,,9,342,257,1585
31060,حاجی جواد,0,,13,58,841,2533
31061,حاجی چی,0,,21,389,10,2484
31062,حاجی حاضر,0,,6,53,303,1970
31063,حاجی حسن,0,,2,370,65,724
31064,حاجی حسن,1,7065,2,398,611,2329
31065,حاجی حسن,0,,20,242,316,2132
31066,حاجی حسن,0,,24,332,762,54
31067,حاجی حسن حکیم,0,,31,396,713,583
31068,حاجی حسن خان,0,,16,424,146,604
31069,حاجی حسین شهرکی,0,,16,222,159,949
31070,حاجی حسین شیرزهی,0,,16,433,978,2245
31071,حاجی حیدردهمرده افسری,0,,16,421,909,358
31072,حاجی خادم الشریعه,0,,11,236,650,898
31073,حاجی خادمی,1,6290,29,403,723,2169
31074,حاجی خدارحم ریگی,0,,16,424,910,2272
31075,حاجی خدر,0,,30,385,321,1344
31076,حاجی خوش,0,,2,391,610,2328
31077,حاجی داد,0,,17,154,1002,1589
31078,حاجی دلا,0,,27,14,546,2194
31079,حاجی ده,0,,25,210,271,1066
31080,حاجی رحیم براهویی,0,,16,148,1046,2181
31081,حاجی رضایی,0,,24,332,762,2004
31082,حاجی زاغیه,0,,21,59,621,357
31083,حاجی سالم,0,,13,178,83,1425
31084,حاجی سبزان,0,,16,315,912,2581
31085,حاجی سرا,0,,25,368,499,2296
31086,حاجی سیاب کندی,0,,3,98,444,1824
31087,حاجی سیدخان منصورنیا(خروط),0,,16,433,978,688
31088,حاجی سیدعلی اصغر,0,,31,396,713,583
31089,حاجی شاه محمد,0,,16,433,978,2245
31090,حاجی شریف,0,,16,424,910,2222
31091,حاجی شمس,0,,31,396,713,583
31092,حاجی شمسا,0,,11,228,642,1179
31093,حاجی شوره,0,,20,324,674,461
31094,حاجی شیرکیا,0,,25,210,271,1066
31095,حاجی صفر,0,,16,215,660,398
31096,حاجی صوفی,0,,2,107,618,1301
31097,حاجی طاهره,0,,17,220,872,1319
31098,حاجی عباس,0,,16,424,146,604
31099,حاجی عباس شهرکی,0,,16,222,666,1312
31100,حاجی عباس کندی,0,,3,353,52,221
31101,حاجی عبدالوهاب /حاجی رمضان /,0,,12,64,521,2187
31102,حاجی عبداله,0,,16,222,666,957
31103,حاجی عبدل,0,,20,242,338,1154
31104,حاجی عرب,0,,18,86,749,1436
31105,حاجی عزیز چشمه سفید,0,,22,329,564,2263
31106,حاجی علمی/ سیداباد,0,,11,63,971,634
31107,حاجی علی بمان,0,,31,116,1049,1356
31108,حاجی علی بیک,0,,31,22,223,1182
31109,حاجی علی بیگ کندی,0,,1,47,794,229
31110,حاجی علی کند,0,,2,391,610,26
31111,حاجی علیان,0,,22,329,814,1806
31112,حاجی غریب,0,,13,45,847,1845
31113,حاجی غفور,0,,31,116,1049,394
31114,حاجی غلام,0,,16,148,1046,2181
31115,حاجی غلام حیدر,0,,16,148,1046,2181
31116,حاجی غلامرضا,0,,12,371,561,1608
31117,حاجی غلامعلی,0,,16,421,909,99
31118,حاجی غلده,0,,2,108,543,2209
31119,حاجی فتحعلی,0,,4,84,908,2600
31120,حاجی فیروز,0,,2,410,565,810
31121,حاجی قدرت کندی,0,,3,98,444,1824
31122,حاجی قره,0,,24,13,761,2109
31123,حاجی قلیچ,0,,24,359,759,290
31124,حاجی قوشان,1,4545,24,359,759,51
31125,حاجی کاهو,0,,11,318,643,1863
31126,حاجی کچل,0,,17,203,879,1202
31127,حاجی کرد,1,4782,1,376,797,1377
31128,حاجی کرم آباد,0,,16,217,661,732
31129,حاجی کرمی,0,,17,28,855,243
31130,حاجی کریمان,0,,11,236,650,898
31131,حاجی کل,0,,11,169,977,1647
31132,حاجی کلا,0,,27,251,1028,2534
31133,حاجی کلا,0,,27,54,549,1880
31134,حاجی کلا,0,,27,224,201,2112
31135,حاجی کلا,0,,27,224,593,137
31136,حاجی کلا,0,,27,307,595,297
31137,حاجی کلا,0,,27,413,193,2403
31138,حاجی کلا,0,,27,131,602,809
31139,حاجی کلا علیا,0,,27,375,333,982
31140,حاجی کلاارزلو,0,,27,307,595,297
31141,حاجی کلاته,1,4466,24,285,757,1909
31142,حاجی کلاسفلی,0,,27,375,333,982
31143,حاجی کلاصنم,0,,27,307,595,297
31144,حاجی کمال,0,,13,50,260,1120
31145,حاجی کمالی,0,,17,154,871,1823
31146,حاجی کند,0,,2,88,613,24
31147,حاجی کندی,0,,1,376,328,1374
31148,حاجی کندی,0,,14,221,942,1298
31149,حاجی کندی,0,,2,398,64,20
31150,حاجی کندی رود,0,,1,427,800,1791
31151,حاجی کندی سفلی,0,,1,137,809,701
31152,حاجی کندی علیا,0,,1,137,809,701
31153,حاجی کوهی,0,,10,97,771,294
31154,حاجی گوش کال,0,,11,228,383,1183
31155,حاجی لار,0,,1,423,217,104
31156,حاجی لرقلعه,1,4554,24,359,759,1727
31157,حاجی لک,0,,2,88,366,27
31158,حاجی مامیان,0,,2,391,234,2348
31159,حاجی مبین,0,,16,433,438,1794
31160,حاجی مچان,0,,16,233,121,2354
31161,حاجی محارب,0,,13,266,375,68
31162,حاجی محله,0,,27,411,600,1810
31163,حاجی محمد,0,,7,180,462,1891
31164,حاجی محمد رضا,0,,17,417,446,1247
31165,حاجی محمددین,0,,11,236,650,898
31166,حاجی محمدعلی,1,6729,31,396,713,583
31167,حاجی محمود,0,,2,26,406,331
31168,حاجی محمود,0,,3,418,495,2594
31169,حاجی محمودلو,0,,1,400,460,1886
31170,حاجی مدد,0,,11,236,570,514
31171,حاجی مراد,0,,9,342,682,1569
31172,حاجی مراد,0,,26,181,929,2415
31173,حاجی مراد,0,,26,341,931,2025
31174,حاجی مراد,0,,31,116,1049,1276
31175,حاجی مرتضی کندی,0,,3,100,133,2279
31176,حاجی مسکین,0,,16,222,159,635
31177,حاجی مصییب,0,,1,78,801,393
31178,حاجی معصومی,0,,10,97,771,294
31179,حاجی مقصود,0,,30,429,381,713
31180,حاجی ملک,0,,13,93,832,841
31181,حاجی ملک شیرزایی,0,,16,433,978,2245
31182,حاجی ملک محمد(کارگاه),0,,16,433,978,688
31183,حاجی ممدان,0,,20,242,338,787
31184,حاجی منو,0,,11,323,644,307
31185,حاجی موسی,0,,20,192,317,1335
31186,حاجی مهدی,0,,7,190,78,340
31187,حاجی میر,0,,1,400,460,1886
31188,حاجی میرعباس,0,,16,424,910,2272
31189,حاجی میرنظام,0,,3,98,444,1824
31190,حاجی نبی,0,,16,433,978,688
31191,حاجی نبی گلچشمه,0,,24,8,763,2468
31192,حاجی نور محمد بازار,0,,16,135,253,2476
31193,حاجی نور محمد خانزایی بازار,0,,16,135,658,533
31194,حاجی نورش کندی,0,,3,98,444,1824
31195,حاجی ولی خرمایی,0,,16,433,978,1095
31196,حاجی هاوارکندی,0,,3,98,444,1826
31197,حاجی همتلو,0,,1,400,492,2001
31198,حاجی یار,0,,11,114,639,471
31199,حاجی یوسف لوسفلی,0,,1,400,492,2120
31200,حاجی یوسف لوعلیا,0,,1,400,492,2120
31201,حاجی(برج یوسف),0,,16,433,438,1794
31202,حاجیان,0,,11,419,647,2248
31203,حاجیکلا,0,,27,251,793,2214
31204,حاجیکلا,0,,27,54,517,2099
31205,حاجیلو,0,,3,382,743,2313
31206,حاجیله,0,,4,354,895,1996
31207,حاجیه,0,,13,178,835,886
31208,حاجیه محله,0,,25,281,30,122
31209,حاچاقیه,0,,2,138,617,709
31210,حارث آباد,0,,4,37,156,1169
31211,حارث اباد/مسلم اباد/,1,5502,11,228,642,1830
31212,حارسین,0,,29,82,1014,2372
31213,حاسین بزرگ,0,,2,370,609,722
31214,حاسین کوچک,0,,2,370,609,722
31215,حاشی آباد,0,,2,88,613,252
31216,حاصل قوبی افشار,1,7068,2,398,611,2285
31217,حاصل قوبی امیر آباد,0,,2,398,611,2285
31218,حاضر میل,0,,6,189,686,207
31219,حافظ,0,,1,71,145,1670
31220,حافظ آباد,0,,21,389,633,1838
31221,حافظ آباد,0,,16,217,496,2011
31222,حافظ اباد,0,,16,148,1046,2181
31223,حافظاباد,0,,21,207,478,1950
31224,حافظاباد,0,,21,254,313,1318
31225,حافظیه(مزرعه استخرگرده),0,,4,123,903,1209
31226,حال حال سفلی,0,,2,138,252,63
31227,حال حال علیا,0,,2,138,252,63
31228,حالمی,0,,10,168,956,972
31229,حالی اخوند,1,3325,24,359,759,1441
31230,حامد آباد,0,,4,7,902,1432
31231,حامداباد,0,,16,217,496,2011
31232,حامی,0,,10,168,956,961
31233,حانیان,0,,16,233,329,2460
31234,حایمر,0,,25,281,575,1664
31235,حب الریح,0,,13,196,845,1672
31236,حبابه وسطی,0,,13,43,842,715
31237,حبال,0,,13,48,35,148
31238,حبایه سفلی,0,,13,43,842,715
31239,حبایه علیا,0,,13,43,842,715
31240,حباییه,0,,13,266,375,1494
31241,حبچیه,0,,13,432,1050,2500
31242,حبس اباد,0,,12,30,765,993
31243,حبش,0,,14,221,308,1712
31244,حبش,0,,14,221,440,1801
31245,حبش,0,,3,382,445,2314
31246,حبش / سرچشمه/,0,,1,427,1036,2469
31247,حبش آباد,0,,16,402,544,683
31248,حبش اباد,0,,17,229,113,458
31249,حبش سفلی,0,,2,166,447,1834
31250,حبش علیا,0,,2,166,447,1834
31251,حبشی,0,,2,245,606,2216
31252,حبشی,0,,22,248,817,2095
31253,حبشی,0,,30,29,129,532
31254,حبیب  آباد,0,,13,381,530,571
31255,حبیب آباد,0,,13,267,838,1591
31256,حبیب آباد,0,,4,408,45,190
31257,حبیب آباد,0,,16,148,659,2028
31258,حبیب آباد,0,,16,148,1046,138
31259,حبیب آباد,0,,16,148,1046,2181
31260,حبیب آباد,0,,30,415,227,1443
31261,حبیب آباد سفلی,0,,13,381,530,571
31262,حبیب اباد,0,,27,119,1033,1908
31263,حبیب اباد,0,,17,229,1063,1415
31264,حبیب اباد,0,,21,254,313,1318
31265,حبیب اباد,0,,11,67,391,1579
31266,حبیب اباد,0,,16,51,81,5
31267,حبیب اباد,0,,16,148,659,1883
31268,حبیب اباد,0,,16,217,661,732
31269,حبیب اباد,0,,10,293,33,875
31270,حبیب اباد شه بخش,0,,16,51,81,5
31271,حبیب اباددورگ,0,,17,203,879,1200
31272,حبیب ابادمزدک,1,7161,23,89,691,1405
31273,حبیب اله قاسمی نژاد,0,,21,254,528,2142
31274,حبیب ایشان,0,,24,13,1055,2299
31275,حبیب کندی,0,,1,378,1068,2591
31276,حبیب وند,0,,22,235,816,366
31277,حبیباباد,1,3558,8,109,988,1679
31278,حبیبک,0,,4,296,891,510
31279,حبیبه ای,0,,16,233,329,2431
31280,حبیش,0,,13,62,1056,2528
31281,حبیشی,0,,13,62,850,2331
31282,حتان,0,,21,254,90,782
31283,حتکن,0,,21,218,625,798
31284,حتم آباد,0,,4,37,886,1873
31285,حج نج,0,,10,97,771,1752
31286,حجاج,0,,15,260,109,959
31287,حجاجی,0,,15,172,47,1874
31288,حجازی,0,,21,289,213,834
31289,حجت آبا د,0,,16,421,909,99
31290,حجت آباد,0,,21,328,270,1178
31291,حجت آباد,0,,21,286,632,1693
31292,حجت آباد,0,,4,37,500,623
31293,حجت آباد,0,,4,37,500,1295
31294,حجت آباد,0,,4,37,886,1873
31295,حجت آباد,0,,4,405,50,763
31296,حجت آباد,0,,4,405,897,419
31297,حجت آباد,0,,4,405,897,2047
31298,حجت آباد,0,,4,405,897,2047
31299,حجت آباد,0,,4,136,904,1905
31300,حجت آباد,0,,16,182,979,1073
31301,حجت آباد,0,,31,116,1049,1356
31302,حجت آباد,0,,31,16,107,133
31303,حجت آباد,0,,29,403,143,729
31304,حجت آباد,0,,29,73,538,998
31305,حجت اباد,0,,22,329,814,2390
31306,حجت اباد,0,,22,276,265,2002
31307,حجت اباد,0,,22,425,823,736
31308,حجت اباد,0,,17,388,866,619
31309,حجت اباد,0,,21,134,34,146
31310,حجت اباد,0,,21,218,1070,2590
31311,حجت اباد,1,5310,21,254,626,1543
31312,حجت اباد,0,,21,254,626,2448
31313,حجت اباد,0,,21,328,562,1861
31314,حجت اباد,0,,21,328,628,291
31315,حجت اباد,0,,21,328,628,1012
31316,حجت اباد,1,5332,21,328,628,1304
31317,حجت اباد,0,,21,328,270,1178
31318,حجت اباد,0,,21,344,629,2451
31319,حجت اباد,1,3533,21,199,631,1172
31320,حجت اباد,0,,21,286,154,2116
31321,حجت اباد,0,,21,340,414,1660
31322,حجت اباد,0,,21,340,634,671
31323,حجت اباد,0,,21,214,534,2156
31324,حجت اباد,0,,21,407,276,2360
31325,حجت اباد,0,,11,323,644,307
31326,حجت اباد,0,,11,164,165,1307
31327,حجت اباد,0,,11,67,391,649
31328,حجت اباد,0,,11,158,385,2061
31329,حجت اباد,0,,11,63,971,319
31330,حجت اباد,0,,11,63,971,319
31331,حجت اباد,0,,11,63,971,634
31332,حجت اباد,0,,11,127,1061,2388
31333,حجت اباد,0,,11,169,977,1181
31334,حجت اباد,0,,31,22,710,2275
31335,حجت اباد,0,,31,22,416,1685
31336,حجت اباد,0,,31,116,712,537
31337,حجت اباد,0,,31,116,712,537
31338,حجت اباد,0,,31,116,712,1603
31339,حجت اباد,0,,31,116,712,2464
31340,حجت اباد,0,,31,116,712,1127
31341,حجت اباد,0,,31,116,1049,394
31342,حجت اباد,0,,31,116,1049,394
31343,حجت اباد,0,,31,116,1049,1356
31344,حجت اباد,0,,31,116,1049,1356
31345,حجت اباد,0,,31,116,1049,1356
31346,حجت اباد,0,,31,116,515,2087
31347,حجت اباد,0,,31,396,713,583
31348,حجت اباد,0,,31,35,231,1915
31349,حجت اباد,0,,31,147,996,2537
31350,حجت اباد,0,,12,125,767,2391
31351,حجت اباد,0,,10,232,14,69
31352,حجت اباد,0,,10,74,995,1697
31353,حجت اباد,0,,10,74,24,105
31354,حجت اباد,0,,10,280,776,531
31355,حجت اباد سرهنگی /حجت اباد/,0,,11,113,100,2548
31356,حجت اباد/ خانلراباد/,0,,10,234,773,2361
31357,حجت اباد/پوخ اب /,0,,10,416,388,1574
31358,حجت اباد/کلاته خان,0,,11,158,655,848
31359,حجت ابادبالا,0,,31,116,1049,394
31360,حجت اباددق,0,,21,328,628,291
31361,حجت ابادرباط,0,,21,328,628,291
31362,حجت ابادزردین,0,,31,116,1049,1276
31363,حجت ابادسردی,0,,21,211,635,2496
31364,حجت ابادسفلی,0,,22,329,814,2390
31365,حجت ابادصدری,0,,31,116,712,1696
31366,حجت ابادعلیا,0,,31,35,717,1196
31367,حجت ابادکاسه رود,0,,17,170,432,1760
31368,حجت ابادکوار,0,,31,116,515,2087
31369,حجت ابادکهنوج,0,,21,328,562,2259
31370,حجت ابادمهراباد,0,,31,16,107,133
31371,حجت ابادیزدیها,0,,21,328,628,97
31372,حجتاباد,0,,21,328,390,566
31373,حجتاباد,0,,21,44,49,445
31374,حجتابادسفلی,1,6231,31,401,715,1578
31375,حجتی,0,,21,214,637,1250
31376,حجتیه,0,,21,218,625,625
31377,حجران,0,,2,108,605,2349
31378,حجرک,0,,10,293,33,353
31379,حجم کندی / جاجیم کندی/,0,,1,137,370,702
31380,حجی کولو,0,,12,30,765,2427
31381,حجیب,0,,18,86,749,1311
31382,حجیج بزرگ,0,,22,104,1044,1499
31383,حجیج کوچک,0,,22,104,1044,1499
31384,حداد,0,,11,383,646,2005
31385,حدادان,1,4618,1,333,5,1491
31386,حداده,0,,15,172,705,994
31387,حدادیه,0,,8,265,280,1225
31388,حدبه,0,,13,258,837,413
31389,حدبه,0,,13,258,236,2442
31390,حدکنوییه,0,,21,269,627,2429
31391,حدگان,0,,16,148,56,247
31392,حدود,0,,13,156,833,885
31393,حده,0,,13,48,829,2202
31394,حدید,0,,13,83,831,624
31395,حر آباد,0,,28,19,779,2316
31396,حرآبادبالا,0,,26,41,267,539
31397,حرآبادپایین,0,,26,41,267,539
31398,حراباد,0,,27,119,225,1476
31399,حرار کلگه شیراز,0,,17,388,866,373
31400,حراملو,0,,2,138,617,709
31401,حرب ده,0,,27,375,599,2540
31402,حربایه شلاگه,0,,13,432,849,2579
31403,حرجند,1,3522,21,199,503,801
31404,حرربندو,0,,21,389,10,2484
31405,حرکپ سرگان,0,,16,231,151,2445
31406,حرم آباد,1,5907,30,385,916,803
31407,حرم علیاوحرم سفلی,0,,3,382,568,2587
31408,حرماگی(حاج دوست محمد),0,,16,217,661,732
31409,حرمانک,0,,4,136,195,757
31410,حرمسرا,0,,25,42,269,1534
31411,حرمک,0,,21,328,524,1954
31412,حرمک,0,,16,217,661,804
31413,حرمو,0,,9,342,66,277
31414,حرمه بزرگ,0,,21,289,970,1968
31415,حرمه کوچک,0,,21,289,970,1968
31416,حرمی,0,,4,21,1013,2562
31417,حرمی,0,,7,129,704,658
31418,حرمی ناری,0,,7,129,291,209
31419,حرمیان,0,,17,304,1025,491
31420,حرمیان سفلی,0,,22,124,824,904
31421,حرمیان علیا,0,,22,124,824,904
31422,حرمیری,0,,16,253,981,494
31423,حرمیک,0,,7,129,291,561
31424,حری(ملک آباد),0,,16,402,544,683
31425,حریان,0,,4,247,889,832
31426,حریث,0,,27,139,571,454
31427,حریجه,0,,13,146,533,686
31428,حریر,0,,22,171,825,888
31429,حریص سفلی,0,,31,116,1049,1356
31430,حریص علیا (کهله),0,,31,116,1049,1356
31431,حریق,0,,11,306,972,1771
31432,حریقان,0,,28,227,1041,2034
31433,حریم آباد,0,,11,419,300,1267
31434,حرین,0,,22,276,265,800
31435,حریه,0,,13,48,829,188
31436,حریه,0,,13,83,831,624
31437,حزبه,0,,13,146,533,686
31438,حزیم,0,,23,57,985,2030
31439,حساسنه بالا,0,,13,432,1050,407
31440,حساسنه پایین,0,,13,432,1050,407
31441,حسام,0,,10,280,776,2339
31442,حسام آباد,0,,13,267,1018,2385
31443,حسام آباد,0,,4,406,1016,157
31444,حسام آباد,1,5918,30,29,920,1006
31445,حسام آباد,0,,30,290,982,2326
31446,حسام آباد,0,,18,312,508,255
31447,حسام اباد,0,,17,379,247,1018
31448,حسام اباد,1,6178,14,151,82,1289
31449,حسام اباد,0,,31,16,716,601
31450,حسامیه,0,,4,322,1048,2498
31451,حسامیه,0,,10,232,359,1475
31452,حسانیات,0,,13,432,849,2579
31453,حسبان / حسبانلو/,0,,1,150,812,363
31454,حسبشه,0,,2,245,501,784
31455,حسچه,0,,13,432,1050,2500
31456,حسرتان,0,,1,150,520,2111
31457,حسن آباد,0,,28,19,779,199
31458,حسن آباد,0,,28,19,779,996
31459,حسن آباد,0,,28,219,787,828
31460,حسن آباد,0,,28,292,790,1743
31461,حسن آباد,0,,28,292,790,1743
31462,حسن آباد,0,,25,204,493,377
31463,حسن آباد,0,,25,368,581,706
31464,حسن آباد,0,,2,26,406,1634
31465,حسن آباد,1,7037,2,118,136,89
31466,حسن آباد,0,,13,381,839,689
31467,حسن آباد,0,,13,362,843,1062
31468,حسن آباد,0,,13,45,847,1845
31469,حسن آباد,0,,17,170,858,2467
31470,حسن آباد,0,,17,417,446,1247
31471,حسن آباد,0,,17,363,868,844
31472,حسن آباد,0,,17,363,38,1892
31473,حسن آباد,0,,21,303,968,1763
31474,حسن آباد,0,,4,21,885,1698
31475,حسن آباد,0,,4,21,885,1698
31476,حسن آباد,0,,4,21,1013,2117
31477,حسن آباد,0,,4,21,1013,2117
31478,حسن آباد,0,,4,37,500,592
31479,حسن آباد,0,,4,37,500,592
31480,حسن آباد,0,,4,37,886,1871
31481,حسن آباد,0,,4,37,886,2278
